repo	source_url	classification	linked_papers	paper_dois	paper_titles	skill_names	description	reusable_files
hannshu/stCluster	https://github.com/hannshu/stCluster	method_tool_with_examples	S0418	10.1093/bib/bbae329	Accurately deciphering spatial domains for spatially resolved transcriptomics with stCluster.	stereo-seq-cell-type-mapping;stereo-seq-publication-plotting;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs	Accurate spatial domain deciphering for spatially resolved transcriptomics with stCluster	stCluster/__init__.py | stCluster/conv.py | stCluster/denoising.py | stCluster/eval.py | stCluster/run.py | stCluster/stCluster.py | stCluster/train.py | stCluster/utils.py
BGI-Intestines/Germ-free-mice	https://github.com/BGI-Intestines/Germ-free-mice	paper_analysis_code_candidate	S0011	10.1002/imt2.272	Cross-tissue multi-omics analyses reveal the gut microbiota's absence impacts organ morphology, immune homeostasis, bile acid and lipid metabolism.	stereo-seq-3d-reconstruction;stereo-seq-cell-cell-interaction;stereo-seq-cell-type-mapping;stereo-seq-developmental-trajectory;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-cell-type-interpretation;stereo-seq-spatial-communication;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs	Germ-free mice multiple organizations project	Analysis/Jupyter/DEG.ipynb | Analysis/Jupyter/immune_regulation_factor_ploting.ipynb | Analysis/Jupyter/step3_Cell2location_cluster.ipynb | Analysis/script/AnnotClusterPlot.R | Analysis/script/Integrate_Plot.R | Analysis/script/Integrate_Plot2.R | Analysis/script/subClustering.R | Figure1/Figure1.ipynb | Figure2/Figure2.ipynb | Figure3/Figure3.ipynb | Figure4/Figure4.ipynb | Figure5/Figure5.ipynb | Figure6/step8_Figure6.ipynb
JinmiaoChenLab/SpatialGlue_notebook	https://github.com/JinmiaoChenLab/SpatialGlue_notebook	paper_analysis_code_candidate	S0114	10.1038/s41592-024-02316-4	Deciphering spatial domains from spatial multi-omics with SpatialGlue.	stereo-seq-3d-reconstruction;stereo-seq-cell-type-mapping;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs		Benchmarking_Lymph_Node_Fig1hk_FigS8cehi.ipynb | Benchmarking_Mouse_Brain_Fig2bf_FigS13a_FigS14a.ipynb | Benchmarking_Mouse_Spleen_Fig3f_Fig25d.ipynb | Benchmarking_Mouse_Thymus_Fig3a_Fig17a_Fig18a_Fig19a.ipynb | Benchmarking_Simulation_Fig1bef_FigS1bd_FigS2ac_FigS3acfh.ipynb | Downstream_analysis/Spatial-epigenome-transriptome_downstream_analysis_archR_Fig2jkl_FigS13.R | Downstream_analysis/Spatial-epigenome-transriptome_downstream_analysis_signac_Fig2jkl_FigS13.R | baseline_methods/RNA&ADT/benchmarking_RNA_ADT_Seurat.R | baseline_methods/RNA&ADT/clustering_scMM.ipynb | baseline_methods/RNA&peak/benchmarking_RNA_ATAC_Seurat.R
wenwenmin/STMVGAE	https://github.com/wenwenmin/STMVGAE	analysis_or_method_code_candidate	S0361	10.1016/j.csbj.2024.11.041	Deep clustering representation of spatially resolved transcriptomics data using multi-view variational graph auto-encoders with consensus clustering.	stereo-seq-developmental-trajectory;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs	Deep Clustering Representation for Spatially Resolved Transcriptomics Data via Multi-view Variational Graph Auto-Encoders with Consensus Clustering	consensus_clustering.py | data/DLPFC/151672/spatial/add.ipynb
yzf072/spaTrack	https://github.com/yzf072/spaTrack	paper_analysis_code_candidate	S0069;S0140	10.1016/j.xcrm.2023.101231;10.1097/hc9.0000000000000662	Cancer-associated fibroblasts undergoing neoadjuvant chemotherapy suppress rectal cancer revealed by single-cell and spatial transcriptomics.; Integrative single-cell and spatial transcriptome analysis reveals heterogeneity of human liver progenitor cells.	stereo-seq-cell-cell-interaction;stereo-seq-cell-type-mapping;stereo-seq-developmental-trajectory;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-cell-type-interpretation;stereo-seq-spatial-communication;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs	An optimal transport-based algorithm for inferring cell trajectories of spatial transcriptomics.	spaTrack/multiple_time/visual.py | spaTrack/single_time/start_cluster.py | spaTrack/single_time/velocity.py
biopzhang/thor_scripts_ncomm	https://github.com/biopzhang/thor_scripts_ncomm	paper_analysis_code_candidate	S0382	10.1038/s41467-025-62593-1	Thor: a platform for cell-level investigation of spatial transcriptomics and histology.	stereo-seq-cell-type-mapping;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-grn-regulon;stereo-seq-spatial-programs	Analysis scripts	Fig2.compare_similarity.ipynb | Fig2.plot_cluster_mean_expression.ipynb | Fig3.fibrotic_proportion.ipynb | Fig4.find_vessel_markers.ipynb | Fig4.get_PLA2G2A_stratified_vessel_DEG.ipynb | Fig5_6.DCIS_analysis.ipynb | run_bayesspace.R | suppFig10.hotspot_module_detection_MOB.ipynb | suppFig5.mouse_brain_MERFISH.ipynb | suppFig6.integrate_thor_xenium.ipynb
JinmiaoChenLab/SpatialGlue_3M	https://github.com/JinmiaoChenLab/SpatialGlue_3M	method_tool_with_examples	S0114	10.1038/s41592-024-02316-4	Deciphering spatial domains from spatial multi-omics with SpatialGlue.	stereo-seq-3d-reconstruction;stereo-seq-cell-type-mapping;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs	Extended version of SpatialGlue for integration of spatial triplet modality data.	SpatialGlue_3M/SpatialGlue_pyG.py | SpatialGlue_3M/main.py | SpatialGlue_3M/model.py | SpatialGlue_3M/preprocess.py | SpatialGlue_3M/utils.py
BrainStOrmics/Spaco_scripts	https://github.com/BrainStOrmics/Spaco_scripts	paper_analysis_code_candidate	S0364	10.1016/j.patter.2023.100915	Spaco: A comprehensive tool for coloring spatial data at single-cell resolution.	stereo-seq-cell-type-mapping;stereo-seq-publication-plotting;stereo-seq-spatial-cell-type-interpretation;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs		Figures scripts/Axolotl_DPI10-CI-graph-guided.ipynb | Figures scripts/Cluster_color_alignment.ipynb | Figures scripts/STARmap_mouse_brain_color_assignment.ipynb | Figures scripts/STARmap_stereo-seq_CI-guided.ipynb | Figures scripts/color vision deficiency.ipynb | Figures scripts/color_alignment_across_DPI10-15.ipynb | Figures scripts/running_time.ipynb | Figures scripts/seqFISH_IMC.ipynb | Figures scripts/simulated data and benchmarks.ipynb
yuqiuzhou/Pianno	https://github.com/yuqiuzhou/Pianno	analysis_or_method_code_candidate	S0375	10.1038/s41467-024-47152-4	Pianno: a probabilistic framework automating semantic annotation for spatial transcriptomics.	stereo-seq-3d-reconstruction;stereo-seq-cell-type-mapping;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-cell-type-interpretation;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs		pianno/_annotation_improvement.py | pianno/_spatial_pattern_recognition.py
deepomicslab/STAGUE	https://github.com/deepomicslab/STAGUE	analysis_or_method_code_candidate	S0345;S0455	10.1002/advs.202403572;10.1186/s13059-025-03637-z	Spatially Informed Graph Structure Learning Extracts Insights from Spatial Transcriptomics.; spaMGCN: a graph convolutional network with autoencoder for spatial domain identification using multi-scale adaptation.	stereo-seq-3d-reconstruction;stereo-seq-cell-cell-interaction;stereo-seq-cell-type-mapping;stereo-seq-developmental-trajectory;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-cell-type-interpretation;stereo-seq-spatial-communication;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs		Visualization.ipynb | benchmark_script/stereo-seq.sh
hannshu/st_datasets	https://github.com/hannshu/st_datasets	method_tool_with_examples	S0418	10.1093/bib/bbae329	Accurately deciphering spatial domains for spatially resolved transcriptomics with stCluster.	stereo-seq-cell-type-mapping;stereo-seq-publication-plotting;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs	This repository will continuously collect annotated spatial transcriptomic datasets. 本仓库将持续收集空间转录组数据集	utils/clustering.py | utils/plotting.py
yiwen-yang/MCGAE	https://github.com/yiwen-yang/MCGAE	paper_analysis_code_candidate	S0419	10.1093/bib/bbae608	MCGAE: unraveling tumor invasion through integrated multimodal spatial transcriptomics.	stereo-seq-3d-reconstruction;stereo-seq-developmental-trajectory;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs		Analysis/Colon1/Colorectal_Cancer1_Seurat.R | Analysis/DLPFC/Seurat.R | Analysis/HBC/HumanBreastCancer_Seurat.R | Analysis/Liver1/Liver1_Seurat.R | Analysis/Mouse_Olfactory/MouseOlfactory_Seurat.R | Analysis/Mouse_Olfactory/plot_for_R method_MO.py | Analysis/STARmap/STARmap_Seurat.R | Analysis/TImerecord/ForHBC_Timerecorder_Seurat.R
cuhklinlab/SGCAST	https://github.com/cuhklinlab/SGCAST	paper_analysis_code_candidate	S0410	10.1093/bib/bbad490	SGCAST: symmetric graph convolutional auto-encoder for scalable and accurate study of spatial transcriptomics.	stereo-seq-developmental-trajectory;stereo-seq-publication-plotting;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs		DLPFC_clustering.ipynb | SGCAST-main/Config.py | SGCAST-main/SGCAST_clustering.py | SGCAST_exp/Config_exp.py | SGCAST_exp/SGCAST_clustering_exp.py | SGCAST_spa/Config_spa.py | SGCAST_spa/SGCAST_clustering_spa.py | high-res_clustering.ipynb
hanyuefuqu8/ST_Ol_rhizome	https://github.com/hanyuefuqu8/ST_Ol_rhizome	paper_analysis_code_candidate	S0146	10.1111/pbi.14294	Spatiotemporal transcriptomic atlas of rhizome formation in Oryza longistaminata.	stereo-seq-3d-reconstruction;stereo-seq-developmental-trajectory;stereo-seq-publication-plotting;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs		Seurat_SCTintegrate.R | Seurat_harmony.R | Seurat_merge.R | Seurat_reference.R | tiller_and_rhizome/Reversed_clusters/c4c5_gene_plot.sh | tiller_and_rhizome/Reversed_clusters/c4c5_marker.sh | tiller_and_rhizome/Reversed_clusters/diff_gene_plot.R | tiller_and_rhizome/Reversed_clusters/known_marker.R
zhengli09/BASS-Analysis	https://github.com/zhengli09/BASS-Analysis ; https://github.com/zhengli09/BASS‐Analysis	paper_analysis_code_candidate	S0087;S0345;S0350;S0449	10.1038/s41467-023-44367-9;10.1002/advs.202403572;10.1002/imt2.70084;10.1186/s13059-024-03361-0	MENDER: fast and scalable tissue structure identification in spatial omics data.; Spatially Informed Graph Structure Learning Extracts Insights from Spatial Transcriptomics.; A comprehensive benchmarking for spatially resolved transcriptomics clustering methods across variable technologies, organs, and replicates.; Benchmarking clustering, alignment, and integration methods for spatial transcriptomics.	stereo-seq-3d-reconstruction;stereo-seq-cell-cell-interaction;stereo-seq-cell-type-mapping;stereo-seq-developmental-trajectory;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-cell-type-interpretation;stereo-seq-spatial-communication;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs	Tutorial of BASS and results reproduction	code/add_simu/nTypes_nDomains/plot.R | code/add_simu/nTypes_nDomains/simu_C.R | code/add_simu/nTypes_nDomains/simu_R.R | code/add_simu/nTypes_nDomains/simu_R_spaGCN.R | code/add_simu/rand_exclusion_genes/plot.R | code/add_simu/rare_cell_type/plot.R
MultiparameterTDAHistology/SpatialPatterningOfImmuneCells	https://github.com/MultiparameterTDAHistology/SpatialPatterningOfImmuneCells	method_tool_with_examples	S0105	10.1038/s41586-024-07563-1	Multiscale topology classifies cells in subcellular spatial transcriptomics.	stereo-seq-cell-cell-interaction;stereo-seq-cell-type-mapping;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-communication;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs;stereo-seq-cellbin-segmentation		multiparameter_landscape_plotting.py | one_parameter_plotting.py
bpucker/PBBtools	https://github.com/bpucker/PBBtools	paper_analysis_code_candidate	S0089	10.1038/s41467-024-53756-7	Tracing the evolutionary and genetic footprints of atmospheric tillandsioids transition from land to air.	stereo-seq-cell-type-mapping;stereo-seq-developmental-trajectory;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-cell-type-interpretation;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs	collection of mini tools for the BioinfToolServer	collection/alignment_input_mixer.py | collection/exp_plots.py | collection/extract_myb_domain.py | collection/get_DEGs_from_DESeq2_output.py | collection/heatmap_plotter.py | dotplotter/dotplotter.py | heatmapper/heatmap_plotter.py
shendurelab/MMCA	https://github.com/shendurelab/MMCA	paper_analysis_code_candidate	S0385	10.1038/s41586-023-06548-w	Single-cell, whole-embryo phenotyping of mammalian developmental disorders.	stereo-seq-3d-reconstruction;stereo-seq-cell-cell-interaction;stereo-seq-cell-type-mapping;stereo-seq-developmental-trajectory;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs	The scripts used for performing data analysis in the MMCA project	Section_3_step2_UMAP_WT.R | Section_3_step3_PCA_sub_trajectory.R | Section_3_step4_WT_sub_trajectory.R | Section_3_step5_plot_sub_trajectory.R | Section_7_gsea.R | Section_7_subcluster_LimbMes.R
zhanglabtools/STAMarker	https://github.com/zhanglabtools/STAMarker	paper_analysis_code_candidate	S0433	10.1093/nar/gkad801	STAMarker: determining spatial domain-specific variable genes with saliency maps in deep learning.	stereo-seq-cell-type-mapping;stereo-seq-publication-plotting;stereo-seq-spatial-cell-type-interpretation;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs	STAMarker: Identify Spatial Domain-specific Variable Genes via Ensemble Graph Attention Autoencoders 	stamarker/__init__.py | stamarker/dataset.py | stamarker/models.py | stamarker/modules.py | stamarker/pipeline.py | stamarker/utils.py
tju-zl/MuCoST	https://github.com/tju-zl/MuCoST	paper_analysis_code_candidate	S0415	10.1093/bib/bbae255	A multi-view graph contrastive learning framework for deciphering spatially resolved transcriptomics data.	stereo-seq-3d-reconstruction;stereo-seq-cell-cell-interaction;stereo-seq-developmental-trajectory;stereo-seq-publication-plotting;stereo-seq-spatial-cell-type-interpretation;stereo-seq-spatial-communication;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs		MuCoST/config.py | Notebooks/MuCoST-stereo-seq.ipynb | Notebooks/plot-batches.ipynb | Notebooks/plot-seed.ipynb | Notebooks/plot-temp.ipynb
brocklab/pycashier	https://github.com/brocklab/pycashier	method_tool_with_examples	S0039	10.1016/j.crmeth.2024.100763	Analysis of synthetic cellular barcodes in the genome and transcriptome with BARtab and bartools.	stereo-seq-3d-reconstruction;stereo-seq-developmental-trajectory;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-cell-type-interpretation;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs	cash in on DNA barcode tags	src/pycashier/config.py | tests/test_config.py
C0nc/River	https://github.com/C0nc/River	paper_analysis_code_candidate	S0381	10.1038/s41467-025-61476-9	Prioritizing perturbation-responsive gene patterns using interpretable deep learning.	stereo-seq-3d-reconstruction;stereo-seq-cell-type-mapping;stereo-seq-developmental-trajectory;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-cell-type-interpretation;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs	A Python package for identification Differential Spatial Expression Pattern (DESP) gene by interpretable deep learning from multi-slice spatial omics data.	figure3.ipynb | figure4.ipynb | figure5.ipynb | figure6.ipynb | figure7.ipynb
xzhoulab/SRTsim	https://github.com/xzhoulab/SRTsim	paper_analysis_code_candidate	S0345	10.1002/advs.202403572	Spatially Informed Graph Structure Learning Extracts Insights from Spatial Transcriptomics.	stereo-seq-cell-cell-interaction;stereo-seq-cell-type-mapping;stereo-seq-developmental-trajectory;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-cell-type-interpretation;stereo-seq-spatial-communication;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs		R/SRTcci.R | R/visualize_gene.R | R/visualize_metrics.R
single-cell-BGI/MBA	https://github.com/single-cell-BGI/MBA	paper_analysis_code_candidate	S0082	10.1038/s41467-022-34413-3	Spatially resolved gene regulatory and disease-related vulnerability map of the adult Macaque cortex.	stereo-seq-cell-cell-interaction;stereo-seq-cell-type-mapping;stereo-seq-developmental-trajectory;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-cell-type-interpretation;stereo-seq-spatial-communication;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs	Monkey brain atlas	3.Areal heterogeneity of excitatory neuron revealed by integrative single-cell analysis/3.1_rna_regionaldeg.R | 5.Spatial gene expression characterized by Stereo-seq/5.1_Stereo_unsupervised_clustering_AND_SPOTlight.R | 5.Spatial gene expression characterized by Stereo-seq/5.2_Gradient.subset.plot.R | 6.Dynamic single cell regulatory landscape of oligodendrocyte trajectory/6.1_pseudotime.S3.sh | 6.Dynamic single cell regulatory landscape of oligodendrocyte trajectory/6.2_Monocle_pseudotime.S3.sh
rwang-z/STModule	https://github.com/rwang-z/STModule	paper_analysis_code_candidate	S0457	10.1186/s13073-025-01441-9	STModule: identifying tissue modules to uncover spatial components and characteristics of transcriptomic landscapes.	stereo-seq-3d-reconstruction;stereo-seq-cell-type-mapping;stereo-seq-publication-plotting;stereo-seq-spatial-cell-type-interpretation;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs		R/spatial_factorization.r | R/spatial_factorization_gpu.r | R/spatial_map_estimation.r | R/spatial_map_estimation_gpu.r
plhhnu/STMSGAL	https://github.com/plhhnu/STMSGAL	paper_analysis_code_candidate	S0431	10.1093/gigascience/giae103	Unveiling patterns in spatial transcriptomics data: a novel approach utilizing graph attention autoencoder and multiscale deep subspace clustering network.	stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs		Cluster marker genes.py | Visualization of the attention layer.py | other methods/SEDR-master/src/clustering_func.py | other methods/scanpyDLPFC.py
YiZhang-lab/iSpatial	https://github.com/YiZhang-lab/iSpatial	paper_analysis_code_candidate	S0441	10.1126/sciadv.abq0990	Accurate inference of genome-wide spatial expression with iSpatial.	stereo-seq-cell-cell-interaction;stereo-seq-cell-type-mapping;stereo-seq-publication-plotting;stereo-seq-spatial-cell-type-interpretation;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs	infer whole genome spatial transcriptome by integrating single cell RNAseq and spatial transcriptome	R/iSpatial.R | R/spatial_cor.R | R/spatial_variable_gene.R
CPenglab/svgbit	https://github.com/CPenglab/svgbit	paper_analysis_code_candidate	S0366	10.1038/s41420-023-01569-w	The spatiotemporal dynamics of spatially variable genes in developing mouse brain revealed by a novel computational scheme.	stereo-seq-developmental-trajectory;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs	SVGBit: Ranking and clustering spatially variable genes for marker gene exploration	svgbit/core/cluster.py | svgbit/core/plot.py | svgbit/plot.py
