repo	source_url	classification	linked_papers	paper_dois	paper_titles	skill_names	description	reusable_files
ZJUFanLab/SRTBenchmark	https://github.com/ZJUFanLab/SRTBenchmark	paper_analysis_code_candidate	S0350	10.1002/imt2.70084	A comprehensive benchmarking for spatially resolved transcriptomics clustering methods across variable technologies, organs, and replicates.	stereo-seq-cell-type-mapping;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-domain-discovery	Benchmarking spatial clustering methods for spatial resolved transcriptomics	Methods/BayesSpace_Sample.R | Methods/BayesSpace_Sample_Optimized.R | Methods/SpatialMGCN_Sample.py | Methods/SpatialMGCN_Sample_Optimized.py | fig1/FIgure1.ipynb | fig2/Figure2_plot.ipynb | fig3/Figure3_plot.ipynb | fig4/Figure4_plot.ipynb | fig5/Figure5_plot.ipynb | script/FIgure1_plot.ipynb | script/Figure2_plot.ipynb | script/Figure3_plot.ipynb | script/Figure4_plot.ipynb | script/Figure5_plot.ipynb | simulations/script_scCube/sim1_spatial_continuity.ipynb | simulations/script_scCube/sim4_add_domain.ipynb
uhlerlab/STACI	https://github.com/uhlerlab/STACI	paper_analysis_code_candidate	S0371	10.1038/s41467-023-43220-3	SPACEL: deep learning-based characterization of spatial transcriptome architectures.	stereo-seq-3d-reconstruction;stereo-seq-cell-cell-interaction;stereo-seq-cell-type-mapping;stereo-seq-publication-plotting;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs		.ipynb_checkpoints/plotEmbedding_Starmap-checkpoint.ipynb | .ipynb_checkpoints/plotEmbedding_data-checkpoint.ipynb | DEcluster_Starmap.ipynb | clusterComposition.ipynb | plotEmbedding_10xADFFPE.ipynb | plotEmbedding_10xADFFPE_extBatchCorrection.ipynb | plotEmbedding_Starmap.ipynb | plotEmbedding_Starmap_newdata.ipynb | plotEmbedding_Starmap_scrnaseq.ipynb | plotEmbedding_jointCNNgae_Starmap.ipynb | plotPlaqueDistr.ipynb | plotPlaqueDistr_newdata.ipynb | plotRegrsFromJoint_starmap_3Dseg.ipynb | segment3D_gpu.ipynb
JinmiaoChenLab/SEDR	https://github.com/JinmiaoChenLab/SEDR	paper_analysis_code_candidate	S0365;S0428;S0444;S0449	10.1016/j.xgen.2024.100565;10.1093/bioinformatics/btae663;10.1186/s12864-024-10469-x;10.1186/s13059-024-03361-0	Complete spatially resolved gene expression is not necessary for identifying spatial domains.; A signal-diffusion-based unsupervised contrastive representation learning for spatial transcriptomics analysis.; HyperGCN: an effective deep representation learning framework for the integrative analysis of spatial transcriptomics data.; Benchmarking clustering, alignment, and integration methods for spatial transcriptomics.	stereo-seq-3d-reconstruction;stereo-seq-developmental-trajectory;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-cell-type-interpretation;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs		SEDR/clustering_func.py | docs/Tutorial1_Clustering.ipynb | docs/Tutorial4_Stereo-seq.ipynb
Coolgenome/iTALK	https://github.com/Coolgenome/iTALK	paper_analysis_code_candidate	S0008	10.1002/advs.202509733	Globotriaosylceramide Gb3 Influences Wound Healing and Scar Formation by Orchestrating Fibroblast Heterogeneity.	stereo-seq-cell-cell-interaction;stereo-seq-cell-type-mapping;stereo-seq-developmental-trajectory;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-cell-type-interpretation;stereo-seq-spatial-communication;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs		R/DEG.R | R/LRPlot.R | R/TimePlot.R
VingronLab/CAbiNet_paper	https://github.com/VingronLab/CAbiNet_paper	paper_analysis_code_candidate	S0434	10.1093/nar/gkae480	CAbiNet: joint clustering and visualization of cells and genes for single-cell transcriptomics.	stereo-seq-3d-reconstruction;stereo-seq-cell-type-mapping;stereo-seq-developmental-trajectory;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-domain-discovery		Benchmarking/algorithms/Seurat.R | Benchmarking/algorithms/biclustlib/clustering_error.R | Benchmarking/cluster_submit_real.sh | Benchmarking/cluster_submit_sim.sh | Benchmarking/data_scalability/cluster_submit-16t.sh | Benchmarking/data_scalability/cluster_submit.sh | Benchmarking/robustness/cluster_submit.sh | Preprocessing/submit_to_cluster_preprocessing.sh | Preprocessing/submit_to_cluster_preprocessing_simdata.sh | Results/Fig2_SFig3-pbmc-data.ipynb | Results/Fig3_SFig4-5_brain_organoids.ipynb | Results/Fig4-DmelSpatial-data.ipynb | Results/Fig5_SFig6-7_benchmarking.ipynb | Results/SFig1_SFig2_tabula_muris.ipynb | Results/SupplFigures.ipynb | Results/Suppl_Figure_8.ipynb
zhanglabtools/STAligner	https://github.com/zhanglabtools/STAligner	method_tool_with_examples	S0449	10.1186/s13059-024-03361-0	Benchmarking clustering, alignment, and integration methods for spatial transcriptomics.	stereo-seq-3d-reconstruction;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-domain-discovery	STAligner: Integrating spatial transcriptomics data across different conditions, technologies, and developmental stages	STAligner/STALIGNER.py | STAligner/ST_utils.py | STAligner/__init__.py | STAligner/gat_conv.py | STAligner/mnn_utils.py | STAligner/train_STAligner.py | Tutorials/Tutorial_3D_alignment.ipynb
Dulab2020/singlecell-analysis	https://github.com/Dulab2020/singlecell‐analysis	paper_analysis_code_candidate	S0344	10.1002/1878-0261.13373	Single-cell and spatial analyses reveal the association between gene expression of glutamine synthetase with the immunosuppressive phenotype of APOE+CTSZ+TAM in cancers.	stereo-seq-cell-cell-interaction;stereo-seq-cell-type-mapping;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-cell-type-interpretation;stereo-seq-spatial-communication;stereo-seq-spatial-domain-discovery	Code of Single-cell and spatial analysis reveal the association between gene expression of glutamine synthetase with immunosuppressive phenotype of APOE+CTSZ+TAM in cancers	Analysis/ssgsea.R | Seurat-process/cca.R | Seurat-process/celltype_annotation.R | Seurat-process/harmony.R | Seurat-process/read-data.R | Seurat-process/seurat-process.R | Seurat-process/seurat_plots/dimplot.R | Seurat-process/seurat_plots/feature-plot.R | plots/boxplot.R | plots/bubble_plot.R | plots/corr_plot.R | plots/dot_plot.R | plots/heatmap-settings.R | plots/heatmap.R | plots/violin_plot.R
weallen/STARmap	https://github.com/weallen/STARmap	paper_analysis_code_candidate	S0441	10.1126/sciadv.abq0990	Accurate inference of genome-wide spatial expression with iSpatial.	stereo-seq-cell-cell-interaction;stereo-seq-cell-type-mapping;stereo-seq-publication-plotting;stereo-seq-spatial-cell-type-interpretation;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs	Software for processing and analyzing STARmap experiments.	matlab/DFTApply3D.m | matlab/DFTRegister3D.m | matlab/EqualizeHist3D.m | matlab/FindAllSpots3D.m | matlab/FindSpots3D.m | matlab/JointRegister3D.m | matlab/JointRegister3DVols.m
mumu8910/snRNA_NF	https://github.com/mumu8910/snRNA_NF	analysis_or_method_code_candidate	S0095	10.1038/s41467-025-58614-8	Single-nucleus and spatial transcriptomics identify brain landscape of gene regulatory networks associated with behavioral maturation in honeybees.	stereo-seq-cell-type-mapping;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-cell-type-interpretation;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-grn-regulon;stereo-seq-spatial-programs;stereo-seq-cellbin-segmentation		01_Seurat/01_Integration.R | 01_Seurat/02_FindCluster.R | 01_Seurat/03_FindMarkers.R | 01_Seurat/04_GOenrich.R | 03_DifferentialGeneExpression/02_PseudoBulkDEG.R | 04_SCENIC/01_SCENIC_Database.sh | 04_SCENIC/02_SCENIC.sh | 05_cross_species/03heatmap_pheat.R
theislab/graphcompass	https://github.com/theislab/graphcompass	method_tool_with_examples	S0424	10.1093/bioinformatics/btae242	GraphCompass: spatial metrics for differential analyses of cell organization across conditions.	stereo-seq-cell-type-mapping;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-cell-type-interpretation;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs	GraphCompass: Graph Comparison Tools for Differential Analyses in Spatial Systems	notebooks/portrait/portrait_stereoseq.ipynb | notebooks/wlkernel/wlkernel_stereoseq.ipynb
bwalker1/NeST	https://github.com/bwalker1/NeST	paper_analysis_code_candidate	S0370	10.1038/s41467-023-42343-x	NeST: nested hierarchical structure identification in spatial transcriptomic data.	stereo-seq-3d-reconstruction;stereo-seq-cell-cell-interaction;stereo-seq-cell-type-mapping;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-cell-type-interpretation;stereo-seq-spatial-communication;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs;stereo-seq-cellbin-segmentation		nest/benchmarks/parameters_synthetic_segmentation.py | nest/cci/__init__.py | nest/cci/cci.py | nest/cci/cellchat.py | nest/cci/spatial.py | nest/hotspot/hotspots_3d.py | nest/plot/__init__.py | nest/plot/hotspots.py | nest/plot/pl3d.py | nest/plot/plot.py | nest/plot/tracksplot.py
hannshu/stCluster	https://github.com/hannshu/stCluster	method_tool_with_examples	S0418	10.1093/bib/bbae329	Accurately deciphering spatial domains for spatially resolved transcriptomics with stCluster.	stereo-seq-cell-type-mapping;stereo-seq-publication-plotting;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs	Accurate spatial domain deciphering for spatially resolved transcriptomics with stCluster	stCluster/__init__.py | stCluster/conv.py | stCluster/denoising.py | stCluster/eval.py | stCluster/run.py | stCluster/stCluster.py | stCluster/train.py | stCluster/utils.py
BGI-Intestines/Germ-free-mice	https://github.com/BGI-Intestines/Germ-free-mice	paper_analysis_code_candidate	S0011	10.1002/imt2.272	Cross-tissue multi-omics analyses reveal the gut microbiota's absence impacts organ morphology, immune homeostasis, bile acid and lipid metabolism.	stereo-seq-3d-reconstruction;stereo-seq-cell-cell-interaction;stereo-seq-cell-type-mapping;stereo-seq-developmental-trajectory;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-cell-type-interpretation;stereo-seq-spatial-communication;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs	Germ-free mice multiple organizations project	Analysis/Jupyter/DEG.ipynb | Analysis/Jupyter/immune_regulation_factor_ploting.ipynb | Analysis/Jupyter/step3_Cell2location_cluster.ipynb | Analysis/script/AnnotClusterPlot.R | Analysis/script/Integrate_Plot.R | Analysis/script/Integrate_Plot2.R | Analysis/script/subClustering.R | Figure1/Figure1.ipynb | Figure2/Figure2.ipynb | Figure3/Figure3.ipynb | Figure4/Figure4.ipynb | Figure5/Figure5.ipynb | Figure6/step8_Figure6.ipynb
maiziezhoulab/BenchmarkST	https://github.com/maiziezhoulab/BenchmarkST	paper_analysis_code_candidate	S0449	10.1186/s13059-024-03361-0	Benchmarking clustering, alignment, and integration methods for spatial transcriptomics.	stereo-seq-3d-reconstruction;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-domain-discovery	Benchmarking clustering, alignment, and integration methods for spatial transcriptomics	DeepST/Benchmark/run_DLPFC_bayesspace.R | SEDR/src/clustering_func.py | metrics/Layer-wise alignment accuracy.ipynb | metrics/Spot-to-spot alignment accuracy.ipynb | metrics/clustering_metrics_and_usage.py | run_STAligner/STAligner.ipynb | run_STalign/run_STalign.ipynb
rdong08/spatialDWLS_dataset	https://github.com/rdong08/spatialDWLS_dataset	analysis_or_method_code_candidate	S0128;S0368	10.1093/bib/bbae250;10.1038/s41467-023-37168-7	Benchmarking mapping algorithms for cell-type annotating in mouse brain by integrating single-nucleus RNA-seq and Stereo-seq data.; A comprehensive benchmarking with practical guidelines for cellular deconvolution of spatial transcriptomics.	stereo-seq-cell-cell-interaction;stereo-seq-cell-type-mapping;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-communication;stereo-seq-spatial-domain-discovery	code and dataset for spatialDWLS	codes/Heart_ST_tutorial_spatialDWLS.Rmd | codes/Visium_Brain_spatialDWLS.Rmd | codes/seqFISH_plus_deconvolution.Rmd
JinmiaoChenLab/SpatialGlue_notebook	https://github.com/JinmiaoChenLab/SpatialGlue_notebook	paper_analysis_code_candidate	S0114	10.1038/s41592-024-02316-4	Deciphering spatial domains from spatial multi-omics with SpatialGlue.	stereo-seq-3d-reconstruction;stereo-seq-cell-type-mapping;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs		Benchmarking_Lymph_Node_Fig1hk_FigS8cehi.ipynb | Benchmarking_Mouse_Brain_Fig2bf_FigS13a_FigS14a.ipynb | Benchmarking_Mouse_Spleen_Fig3f_Fig25d.ipynb | Benchmarking_Mouse_Thymus_Fig3a_Fig17a_Fig18a_Fig19a.ipynb | Benchmarking_Simulation_Fig1bef_FigS1bd_FigS2ac_FigS3acfh.ipynb | Downstream_analysis/Spatial-epigenome-transriptome_downstream_analysis_archR_Fig2jkl_FigS13.R | Downstream_analysis/Spatial-epigenome-transriptome_downstream_analysis_signac_Fig2jkl_FigS13.R | baseline_methods/RNA&ADT/benchmarking_RNA_ADT_Seurat.R | baseline_methods/RNA&ADT/clustering_scMM.ipynb | baseline_methods/RNA&peak/benchmarking_RNA_ATAC_Seurat.R
wenwenmin/STMVGAE	https://github.com/wenwenmin/STMVGAE	analysis_or_method_code_candidate	S0361	10.1016/j.csbj.2024.11.041	Deep clustering representation of spatially resolved transcriptomics data using multi-view variational graph auto-encoders with consensus clustering.	stereo-seq-developmental-trajectory;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs	Deep Clustering Representation for Spatially Resolved Transcriptomics Data via Multi-view Variational Graph Auto-Encoders with Consensus Clustering	consensus_clustering.py | data/DLPFC/151672/spatial/add.ipynb
yzf072/spaTrack	https://github.com/yzf072/spaTrack	paper_analysis_code_candidate	S0069;S0140	10.1016/j.xcrm.2023.101231;10.1097/hc9.0000000000000662	Cancer-associated fibroblasts undergoing neoadjuvant chemotherapy suppress rectal cancer revealed by single-cell and spatial transcriptomics.; Integrative single-cell and spatial transcriptome analysis reveals heterogeneity of human liver progenitor cells.	stereo-seq-cell-cell-interaction;stereo-seq-cell-type-mapping;stereo-seq-developmental-trajectory;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-cell-type-interpretation;stereo-seq-spatial-communication;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs	An optimal transport-based algorithm for inferring cell trajectories of spatial transcriptomics.	spaTrack/multiple_time/visual.py | spaTrack/single_time/start_cluster.py | spaTrack/single_time/velocity.py
vertesy/Seurat.multicore	https://github.com/vertesy/Seurat.multicore	paper_analysis_code_candidate	S0085	10.1038/s41467-023-42658-9	Dbh+ catecholaminergic cardiomyocytes contribute to the structure and function of the cardiac conduction system in murine heart.	stereo-seq-3d-reconstruction;stereo-seq-cell-type-mapping;stereo-seq-developmental-trajectory;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-cell-type-interpretation;stereo-seq-spatial-domain-discovery	Multicore and utility functions for Seurat 2 & 3, using doMC / foreach packages.	00.Load.Seurat3.Multicore.LOCAL.R | 00.Load.Seurat3.Multicore.WEB.R | Functions/Seurat.Functions.other.R | Functions/Seurat2.Multicore.Functions.R | Functions/Seurat3.Multicore.Generic.Functions.R | Functions/Seurat3.Multicore.Read.Write.R | Functions/deprecated/OLD.Seurat.Functions.R | Functions/deprecated/Seurat3.Functions copy.R | Functions/deprecated/Seurat3.plotting.Functions.R | Seurat.Multicore.Examples.R
biopzhang/thor_scripts_ncomm	https://github.com/biopzhang/thor_scripts_ncomm	paper_analysis_code_candidate	S0382	10.1038/s41467-025-62593-1	Thor: a platform for cell-level investigation of spatial transcriptomics and histology.	stereo-seq-cell-type-mapping;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-grn-regulon;stereo-seq-spatial-programs	Analysis scripts	Fig2.compare_similarity.ipynb | Fig2.plot_cluster_mean_expression.ipynb | Fig3.fibrotic_proportion.ipynb | Fig4.find_vessel_markers.ipynb | Fig4.get_PLA2G2A_stratified_vessel_DEG.ipynb | Fig5_6.DCIS_analysis.ipynb | run_bayesspace.R | suppFig10.hotspot_module_detection_MOB.ipynb | suppFig5.mouse_brain_MERFISH.ipynb | suppFig6.integrate_thor_xenium.ipynb
JinmiaoChenLab/SpatialGlue_3M	https://github.com/JinmiaoChenLab/SpatialGlue_3M	method_tool_with_examples	S0114	10.1038/s41592-024-02316-4	Deciphering spatial domains from spatial multi-omics with SpatialGlue.	stereo-seq-3d-reconstruction;stereo-seq-cell-type-mapping;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs	Extended version of SpatialGlue for integration of spatial triplet modality data.	SpatialGlue_3M/SpatialGlue_pyG.py | SpatialGlue_3M/main.py | SpatialGlue_3M/model.py | SpatialGlue_3M/preprocess.py | SpatialGlue_3M/utils.py
rockdeme/chrysalis	https://github.com/rockdeme/chrysalis	paper_analysis_code_candidate	S0399	10.1038/s42003-024-07165-7	Chrysalis: decoding tissue compartments in spatial transcriptomics with archetypal analysis.	stereo-seq-cell-type-mapping;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-cell-type-interpretation;stereo-seq-spatial-domain-discovery	Powerful and lightweight package to identify tissue compartments in spatial transcriptomics datasets.	article/A2_human_lymph_node/SVG_detection_methods/1_bsp_spatialde_sepal.ipynb | article/A2_human_lymph_node/benchmarking/spatialpca.R | article/A3_human_breast_cancer/benchmarking/spatialpca.R | article/A4_mouse_brain/ffpe/map_annotations.py | article/A7_stereo_seq/stereo_seq_analysis.ipynb | chrysalis/plots.py
ZhihaoSi/SpaNCMG	https://github.com/ZhihaoSi/SpaNCMG	analysis_or_method_code_candidate	S0417	10.1093/bib/bbae259	SpaNCMG: improving spatial domains identification of spatial transcriptomics using neighborhood-complementary mixed-view graph convolutional network.	stereo-seq-3d-reconstruction;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-domain-discovery		Tutorial/SpaNCMG _use_stereoMOB.py | Tutorial/SpaNCMG _use_stereoembryo.py
STOmics/BatchEval	https://github.com/STOmics/BatchEval ; https://github.com/STOmics/BatchEval&revision=a908410fa1d855cc8c19cd26b5e57bd8b85449df&snapshot=585ccf2f25bd6a079f7c7bcbb08db7361554b300 ; https://github.com/STOmics/BatchEval;visit=swh:1:snp:585ccf2f25bd6a079f7c7bcbb08db7361554b300;anchor=swh:1:rev:a908410fa1d855cc8c19cd26b5e57bd8b85449df	paper_analysis_code_candidate	S0466	10.46471/gigabyte.108	BatchEval Pipeline: batch effect evaluation workflow for multiple datasets joint analysis.	stereo-seq-publication-plotting	BatchEval: An Exquisite Workflow for Evaluating Batch Effects in Data Integration	BatchEval/integration/spatiAlign.py | BatchEval/test/cdf_plot.py | BatchEval/test/heatmap.py | BatchEval/test/joint_plot.py | BatchEval/test/kernel_plot.py | BatchEval/test/qq_plot.py | BatchEval/test/umap_plot.py | BatchEval/test/var_mean_plot.py
BrainStOrmics/Spaco_scripts	https://github.com/BrainStOrmics/Spaco_scripts	paper_analysis_code_candidate	S0364	10.1016/j.patter.2023.100915	Spaco: A comprehensive tool for coloring spatial data at single-cell resolution.	stereo-seq-cell-type-mapping;stereo-seq-publication-plotting;stereo-seq-spatial-cell-type-interpretation;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs		Figures scripts/Axolotl_DPI10-CI-graph-guided.ipynb | Figures scripts/Cluster_color_alignment.ipynb | Figures scripts/STARmap_mouse_brain_color_assignment.ipynb | Figures scripts/STARmap_stereo-seq_CI-guided.ipynb | Figures scripts/color vision deficiency.ipynb | Figures scripts/color_alignment_across_DPI10-15.ipynb | Figures scripts/running_time.ipynb | Figures scripts/seqFISH_IMC.ipynb | Figures scripts/simulated data and benchmarks.ipynb
yuqiuzhou/Pianno	https://github.com/yuqiuzhou/Pianno	analysis_or_method_code_candidate	S0375	10.1038/s41467-024-47152-4	Pianno: a probabilistic framework automating semantic annotation for spatial transcriptomics.	stereo-seq-3d-reconstruction;stereo-seq-cell-type-mapping;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-cell-type-interpretation;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs		pianno/_annotation_improvement.py | pianno/_spatial_pattern_recognition.py
deepomicslab/STAGUE	https://github.com/deepomicslab/STAGUE	analysis_or_method_code_candidate	S0345;S0455	10.1002/advs.202403572;10.1186/s13059-025-03637-z	Spatially Informed Graph Structure Learning Extracts Insights from Spatial Transcriptomics.; spaMGCN: a graph convolutional network with autoencoder for spatial domain identification using multi-scale adaptation.	stereo-seq-3d-reconstruction;stereo-seq-cell-cell-interaction;stereo-seq-cell-type-mapping;stereo-seq-developmental-trajectory;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-cell-type-interpretation;stereo-seq-spatial-communication;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs		Visualization.ipynb | benchmark_script/stereo-seq.sh
hannshu/st_datasets	https://github.com/hannshu/st_datasets	method_tool_with_examples	S0418	10.1093/bib/bbae329	Accurately deciphering spatial domains for spatially resolved transcriptomics with stCluster.	stereo-seq-cell-type-mapping;stereo-seq-publication-plotting;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs	This repository will continuously collect annotated spatial transcriptomic datasets. 本仓库将持续收集空间转录组数据集	utils/clustering.py | utils/plotting.py
yiwen-yang/MCGAE	https://github.com/yiwen-yang/MCGAE	paper_analysis_code_candidate	S0419	10.1093/bib/bbae608	MCGAE: unraveling tumor invasion through integrated multimodal spatial transcriptomics.	stereo-seq-3d-reconstruction;stereo-seq-developmental-trajectory;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs		Analysis/Colon1/Colorectal_Cancer1_Seurat.R | Analysis/DLPFC/Seurat.R | Analysis/HBC/HumanBreastCancer_Seurat.R | Analysis/Liver1/Liver1_Seurat.R | Analysis/Mouse_Olfactory/MouseOlfactory_Seurat.R | Analysis/Mouse_Olfactory/plot_for_R method_MO.py | Analysis/STARmap/STARmap_Seurat.R | Analysis/TImerecord/ForHBC_Timerecorder_Seurat.R
zenglab-pku/SPATCH	https://github.com/zenglab-pku/SPATCH	paper_analysis_code_candidate	S0098	10.1038/s41467-025-64292-3	Systematic benchmarking of high-throughput subcellular spatial transcriptomics platforms across human tumors.	stereo-seq-3d-reconstruction;stereo-seq-cell-type-mapping;stereo-seq-developmental-trajectory;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-cell-type-interpretation;stereo-seq-spatial-domain-discovery	SPAtial Transcriptomics resource for subCellular and High-throughput platforms	analysis/10_spatial_cluster.py | analysis/7_cluster.py | analysis/9_st_annotation.py | analysis/9_st_annotation_consistency.r
cuhklinlab/SGCAST	https://github.com/cuhklinlab/SGCAST	paper_analysis_code_candidate	S0410	10.1093/bib/bbad490	SGCAST: symmetric graph convolutional auto-encoder for scalable and accurate study of spatial transcriptomics.	stereo-seq-developmental-trajectory;stereo-seq-publication-plotting;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs		DLPFC_clustering.ipynb | SGCAST-main/Config.py | SGCAST-main/SGCAST_clustering.py | SGCAST_exp/Config_exp.py | SGCAST_exp/SGCAST_clustering_exp.py | SGCAST_spa/Config_spa.py | SGCAST_spa/SGCAST_clustering_spa.py | high-res_clustering.ipynb
hanyuefuqu8/ST_Ol_rhizome	https://github.com/hanyuefuqu8/ST_Ol_rhizome	paper_analysis_code_candidate	S0146	10.1111/pbi.14294	Spatiotemporal transcriptomic atlas of rhizome formation in Oryza longistaminata.	stereo-seq-3d-reconstruction;stereo-seq-developmental-trajectory;stereo-seq-publication-plotting;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs		Seurat_SCTintegrate.R | Seurat_harmony.R | Seurat_merge.R | Seurat_reference.R | tiller_and_rhizome/Reversed_clusters/c4c5_gene_plot.sh | tiller_and_rhizome/Reversed_clusters/c4c5_marker.sh | tiller_and_rhizome/Reversed_clusters/diff_gene_plot.R | tiller_and_rhizome/Reversed_clusters/known_marker.R
Lei-group/Dbh_paper	https://github.com/Lei-group/Dbh_paper	analysis_or_method_code_candidate	S0085	10.1038/s41467-023-42658-9	Dbh+ catecholaminergic cardiomyocytes contribute to the structure and function of the cardiac conduction system in murine heart.	stereo-seq-3d-reconstruction;stereo-seq-cell-type-mapping;stereo-seq-developmental-trajectory;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-cell-type-interpretation;stereo-seq-spatial-domain-discovery	This includes code and data relevant to produce the figures shown in the Lei group paper 2023 NC.	Figures.R | MULTICORESEURAT.R
zhengli09/BASS-Analysis	https://github.com/zhengli09/BASS-Analysis ; https://github.com/zhengli09/BASS‐Analysis	paper_analysis_code_candidate	S0087;S0345;S0350;S0449	10.1038/s41467-023-44367-9;10.1002/advs.202403572;10.1002/imt2.70084;10.1186/s13059-024-03361-0	MENDER: fast and scalable tissue structure identification in spatial omics data.; Spatially Informed Graph Structure Learning Extracts Insights from Spatial Transcriptomics.; A comprehensive benchmarking for spatially resolved transcriptomics clustering methods across variable technologies, organs, and replicates.; Benchmarking clustering, alignment, and integration methods for spatial transcriptomics.	stereo-seq-3d-reconstruction;stereo-seq-cell-cell-interaction;stereo-seq-cell-type-mapping;stereo-seq-developmental-trajectory;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-cell-type-interpretation;stereo-seq-spatial-communication;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs	Tutorial of BASS and results reproduction	code/add_simu/nTypes_nDomains/plot.R | code/add_simu/nTypes_nDomains/simu_C.R | code/add_simu/nTypes_nDomains/simu_R.R | code/add_simu/nTypes_nDomains/simu_R_spaGCN.R | code/add_simu/rand_exclusion_genes/plot.R | code/add_simu/rare_cell_type/plot.R
almaan/sepal	https://github.com/almaan/sepal	method_tool_with_examples	S0365	10.1016/j.xgen.2024.100565	Complete spatially resolved gene expression is not necessary for identifying spatial domains.	stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-domain-discovery	sepal : Spatial Expression PAttern Locator	compare/run-SpatialDE.py | visual/visme.py
MultiparameterTDAHistology/SpatialPatterningOfImmuneCells	https://github.com/MultiparameterTDAHistology/SpatialPatterningOfImmuneCells	method_tool_with_examples	S0105	10.1038/s41586-024-07563-1	Multiscale topology classifies cells in subcellular spatial transcriptomics.	stereo-seq-cell-cell-interaction;stereo-seq-cell-type-mapping;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-communication;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs;stereo-seq-cellbin-segmentation		multiparameter_landscape_plotting.py | one_parameter_plotting.py
