repo	source_url	classification	linked_papers	paper_dois	paper_titles	skill_names	description	reusable_files
VingronLab/CAbiNet_paper	https://github.com/VingronLab/CAbiNet_paper	paper_analysis_code_candidate	S0434	10.1093/nar/gkae480	CAbiNet: joint clustering and visualization of cells and genes for single-cell transcriptomics.	stereo-seq-3d-reconstruction;stereo-seq-cell-type-mapping;stereo-seq-developmental-trajectory;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-domain-discovery		Benchmarking/algorithms/Seurat.R | Benchmarking/algorithms/biclustlib/clustering_error.R | Benchmarking/cluster_submit_real.sh | Benchmarking/cluster_submit_sim.sh | Benchmarking/data_scalability/cluster_submit-16t.sh | Benchmarking/data_scalability/cluster_submit.sh | Benchmarking/robustness/cluster_submit.sh | Preprocessing/submit_to_cluster_preprocessing.sh | Preprocessing/submit_to_cluster_preprocessing_simdata.sh | Results/Fig2_SFig3-pbmc-data.ipynb | Results/Fig3_SFig4-5_brain_organoids.ipynb | Results/Fig4-DmelSpatial-data.ipynb | Results/Fig5_SFig6-7_benchmarking.ipynb | Results/SFig1_SFig2_tabula_muris.ipynb | Results/SupplFigures.ipynb | Results/Suppl_Figure_8.ipynb
zhanglabtools/STAligner	https://github.com/zhanglabtools/STAligner	method_tool_with_examples	S0449	10.1186/s13059-024-03361-0	Benchmarking clustering, alignment, and integration methods for spatial transcriptomics.	stereo-seq-3d-reconstruction;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-domain-discovery	STAligner: Integrating spatial transcriptomics data across different conditions, technologies, and developmental stages	STAligner/STALIGNER.py | STAligner/ST_utils.py | STAligner/__init__.py | STAligner/gat_conv.py | STAligner/mnn_utils.py | STAligner/train_STAligner.py | Tutorials/Tutorial_3D_alignment.ipynb
Dulab2020/singlecell-analysis	https://github.com/Dulab2020/singlecell‐analysis	paper_analysis_code_candidate	S0344	10.1002/1878-0261.13373	Single-cell and spatial analyses reveal the association between gene expression of glutamine synthetase with the immunosuppressive phenotype of APOE+CTSZ+TAM in cancers.	stereo-seq-cell-cell-interaction;stereo-seq-cell-type-mapping;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-cell-type-interpretation;stereo-seq-spatial-communication;stereo-seq-spatial-domain-discovery	Code of Single-cell and spatial analysis reveal the association between gene expression of glutamine synthetase with immunosuppressive phenotype of APOE+CTSZ+TAM in cancers	Analysis/ssgsea.R | Seurat-process/cca.R | Seurat-process/celltype_annotation.R | Seurat-process/harmony.R | Seurat-process/read-data.R | Seurat-process/seurat-process.R | Seurat-process/seurat_plots/dimplot.R | Seurat-process/seurat_plots/feature-plot.R | plots/boxplot.R | plots/bubble_plot.R | plots/corr_plot.R | plots/dot_plot.R | plots/heatmap-settings.R | plots/heatmap.R | plots/violin_plot.R
mumu8910/snRNA_NF	https://github.com/mumu8910/snRNA_NF	analysis_or_method_code_candidate	S0095	10.1038/s41467-025-58614-8	Single-nucleus and spatial transcriptomics identify brain landscape of gene regulatory networks associated with behavioral maturation in honeybees.	stereo-seq-cell-type-mapping;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-cell-type-interpretation;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-grn-regulon;stereo-seq-spatial-programs;stereo-seq-cellbin-segmentation		01_Seurat/01_Integration.R | 01_Seurat/02_FindCluster.R | 01_Seurat/03_FindMarkers.R | 01_Seurat/04_GOenrich.R | 03_DifferentialGeneExpression/02_PseudoBulkDEG.R | 04_SCENIC/01_SCENIC_Database.sh | 04_SCENIC/02_SCENIC.sh | 05_cross_species/03heatmap_pheat.R
theislab/graphcompass	https://github.com/theislab/graphcompass	method_tool_with_examples	S0424	10.1093/bioinformatics/btae242	GraphCompass: spatial metrics for differential analyses of cell organization across conditions.	stereo-seq-cell-type-mapping;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-cell-type-interpretation;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs	GraphCompass: Graph Comparison Tools for Differential Analyses in Spatial Systems	notebooks/portrait/portrait_stereoseq.ipynb | notebooks/wlkernel/wlkernel_stereoseq.ipynb
bwalker1/NeST	https://github.com/bwalker1/NeST	paper_analysis_code_candidate	S0370	10.1038/s41467-023-42343-x	NeST: nested hierarchical structure identification in spatial transcriptomic data.	stereo-seq-3d-reconstruction;stereo-seq-cell-cell-interaction;stereo-seq-cell-type-mapping;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-cell-type-interpretation;stereo-seq-spatial-communication;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs;stereo-seq-cellbin-segmentation		nest/benchmarks/parameters_synthetic_segmentation.py | nest/cci/__init__.py | nest/cci/cci.py | nest/cci/cellchat.py | nest/cci/spatial.py | nest/hotspot/hotspots_3d.py | nest/plot/__init__.py | nest/plot/hotspots.py | nest/plot/pl3d.py | nest/plot/plot.py | nest/plot/tracksplot.py
BGI-Intestines/Germ-free-mice	https://github.com/BGI-Intestines/Germ-free-mice	paper_analysis_code_candidate	S0011	10.1002/imt2.272	Cross-tissue multi-omics analyses reveal the gut microbiota's absence impacts organ morphology, immune homeostasis, bile acid and lipid metabolism.	stereo-seq-3d-reconstruction;stereo-seq-cell-cell-interaction;stereo-seq-cell-type-mapping;stereo-seq-developmental-trajectory;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-cell-type-interpretation;stereo-seq-spatial-communication;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs	Germ-free mice multiple organizations project	Analysis/Jupyter/DEG.ipynb | Analysis/Jupyter/immune_regulation_factor_ploting.ipynb | Analysis/Jupyter/step3_Cell2location_cluster.ipynb | Analysis/script/AnnotClusterPlot.R | Analysis/script/Integrate_Plot.R | Analysis/script/Integrate_Plot2.R | Analysis/script/subClustering.R | Figure1/Figure1.ipynb | Figure2/Figure2.ipynb | Figure3/Figure3.ipynb | Figure4/Figure4.ipynb | Figure5/Figure5.ipynb | Figure6/step8_Figure6.ipynb
maiziezhoulab/BenchmarkST	https://github.com/maiziezhoulab/BenchmarkST	paper_analysis_code_candidate	S0449	10.1186/s13059-024-03361-0	Benchmarking clustering, alignment, and integration methods for spatial transcriptomics.	stereo-seq-3d-reconstruction;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-domain-discovery	Benchmarking clustering, alignment, and integration methods for spatial transcriptomics	DeepST/Benchmark/run_DLPFC_bayesspace.R | SEDR/src/clustering_func.py | metrics/Layer-wise alignment accuracy.ipynb | metrics/Spot-to-spot alignment accuracy.ipynb | metrics/clustering_metrics_and_usage.py | run_STAligner/STAligner.ipynb | run_STalign/run_STalign.ipynb
rdong08/spatialDWLS_dataset	https://github.com/rdong08/spatialDWLS_dataset	analysis_or_method_code_candidate	S0128;S0368	10.1093/bib/bbae250;10.1038/s41467-023-37168-7	Benchmarking mapping algorithms for cell-type annotating in mouse brain by integrating single-nucleus RNA-seq and Stereo-seq data.; A comprehensive benchmarking with practical guidelines for cellular deconvolution of spatial transcriptomics.	stereo-seq-cell-cell-interaction;stereo-seq-cell-type-mapping;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-communication;stereo-seq-spatial-domain-discovery	code and dataset for spatialDWLS	codes/Heart_ST_tutorial_spatialDWLS.Rmd | codes/Visium_Brain_spatialDWLS.Rmd | codes/seqFISH_plus_deconvolution.Rmd
JinmiaoChenLab/SpatialGlue_notebook	https://github.com/JinmiaoChenLab/SpatialGlue_notebook	paper_analysis_code_candidate	S0114	10.1038/s41592-024-02316-4	Deciphering spatial domains from spatial multi-omics with SpatialGlue.	stereo-seq-3d-reconstruction;stereo-seq-cell-type-mapping;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs		Benchmarking_Lymph_Node_Fig1hk_FigS8cehi.ipynb | Benchmarking_Mouse_Brain_Fig2bf_FigS13a_FigS14a.ipynb | Benchmarking_Mouse_Spleen_Fig3f_Fig25d.ipynb | Benchmarking_Mouse_Thymus_Fig3a_Fig17a_Fig18a_Fig19a.ipynb | Benchmarking_Simulation_Fig1bef_FigS1bd_FigS2ac_FigS3acfh.ipynb | Downstream_analysis/Spatial-epigenome-transriptome_downstream_analysis_archR_Fig2jkl_FigS13.R | Downstream_analysis/Spatial-epigenome-transriptome_downstream_analysis_signac_Fig2jkl_FigS13.R | baseline_methods/RNA&ADT/benchmarking_RNA_ADT_Seurat.R | baseline_methods/RNA&ADT/clustering_scMM.ipynb | baseline_methods/RNA&peak/benchmarking_RNA_ATAC_Seurat.R
wenwenmin/STMVGAE	https://github.com/wenwenmin/STMVGAE	analysis_or_method_code_candidate	S0361	10.1016/j.csbj.2024.11.041	Deep clustering representation of spatially resolved transcriptomics data using multi-view variational graph auto-encoders with consensus clustering.	stereo-seq-developmental-trajectory;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs	Deep Clustering Representation for Spatially Resolved Transcriptomics Data via Multi-view Variational Graph Auto-Encoders with Consensus Clustering	consensus_clustering.py | data/DLPFC/151672/spatial/add.ipynb
yzf072/spaTrack	https://github.com/yzf072/spaTrack	paper_analysis_code_candidate	S0069;S0140	10.1016/j.xcrm.2023.101231;10.1097/hc9.0000000000000662	Cancer-associated fibroblasts undergoing neoadjuvant chemotherapy suppress rectal cancer revealed by single-cell and spatial transcriptomics.; Integrative single-cell and spatial transcriptome analysis reveals heterogeneity of human liver progenitor cells.	stereo-seq-cell-cell-interaction;stereo-seq-cell-type-mapping;stereo-seq-developmental-trajectory;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-cell-type-interpretation;stereo-seq-spatial-communication;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs	An optimal transport-based algorithm for inferring cell trajectories of spatial transcriptomics.	spaTrack/multiple_time/visual.py | spaTrack/single_time/start_cluster.py | spaTrack/single_time/velocity.py
vertesy/Seurat.multicore	https://github.com/vertesy/Seurat.multicore	paper_analysis_code_candidate	S0085	10.1038/s41467-023-42658-9	Dbh+ catecholaminergic cardiomyocytes contribute to the structure and function of the cardiac conduction system in murine heart.	stereo-seq-3d-reconstruction;stereo-seq-cell-type-mapping;stereo-seq-developmental-trajectory;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-cell-type-interpretation;stereo-seq-spatial-domain-discovery	Multicore and utility functions for Seurat 2 & 3, using doMC / foreach packages.	00.Load.Seurat3.Multicore.LOCAL.R | 00.Load.Seurat3.Multicore.WEB.R | Functions/Seurat.Functions.other.R | Functions/Seurat2.Multicore.Functions.R | Functions/Seurat3.Multicore.Generic.Functions.R | Functions/Seurat3.Multicore.Read.Write.R | Functions/deprecated/OLD.Seurat.Functions.R | Functions/deprecated/Seurat3.Functions copy.R | Functions/deprecated/Seurat3.plotting.Functions.R | Seurat.Multicore.Examples.R
biopzhang/thor_scripts_ncomm	https://github.com/biopzhang/thor_scripts_ncomm	paper_analysis_code_candidate	S0382	10.1038/s41467-025-62593-1	Thor: a platform for cell-level investigation of spatial transcriptomics and histology.	stereo-seq-cell-type-mapping;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-grn-regulon;stereo-seq-spatial-programs	Analysis scripts	Fig2.compare_similarity.ipynb | Fig2.plot_cluster_mean_expression.ipynb | Fig3.fibrotic_proportion.ipynb | Fig4.find_vessel_markers.ipynb | Fig4.get_PLA2G2A_stratified_vessel_DEG.ipynb | Fig5_6.DCIS_analysis.ipynb | run_bayesspace.R | suppFig10.hotspot_module_detection_MOB.ipynb | suppFig5.mouse_brain_MERFISH.ipynb | suppFig6.integrate_thor_xenium.ipynb
JinmiaoChenLab/SpatialGlue_3M	https://github.com/JinmiaoChenLab/SpatialGlue_3M	method_tool_with_examples	S0114	10.1038/s41592-024-02316-4	Deciphering spatial domains from spatial multi-omics with SpatialGlue.	stereo-seq-3d-reconstruction;stereo-seq-cell-type-mapping;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs	Extended version of SpatialGlue for integration of spatial triplet modality data.	SpatialGlue_3M/SpatialGlue_pyG.py | SpatialGlue_3M/main.py | SpatialGlue_3M/model.py | SpatialGlue_3M/preprocess.py | SpatialGlue_3M/utils.py
kuanglab/GraphTucker	https://github.com/kuanglab/GraphTucker	paper_analysis_code_candidate	S0425	10.1093/bioinformatics/btae245	Deciphering high-order structures in spatial transcriptomes with graph-guided Tucker decomposition.	stereo-seq-developmental-trajectory;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-domain-discovery	Graph-regularized Tucker tensor decomposition 	analysis/spatial_component_analysis.m | analysis/spatial_component_clustering.m | analysis/visualize_GraphTucker_spatial_components.m | baseline_clustering/.ipynb_checkpoints/NSFH_clustering-checkpoint.ipynb | baseline_clustering/FIST_clustering.m | baseline_clustering/NMF_clustering.m | baseline_clustering/NSFH_clustering.ipynb | baseline_clustering/NSFH_clustering_vis.m | baseline_clustering/RNMTF_clustering.m
rockdeme/chrysalis	https://github.com/rockdeme/chrysalis	paper_analysis_code_candidate	S0399	10.1038/s42003-024-07165-7	Chrysalis: decoding tissue compartments in spatial transcriptomics with archetypal analysis.	stereo-seq-cell-type-mapping;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-cell-type-interpretation;stereo-seq-spatial-domain-discovery	Powerful and lightweight package to identify tissue compartments in spatial transcriptomics datasets.	article/A2_human_lymph_node/SVG_detection_methods/1_bsp_spatialde_sepal.ipynb | article/A2_human_lymph_node/benchmarking/spatialpca.R | article/A3_human_breast_cancer/benchmarking/spatialpca.R | article/A4_mouse_brain/ffpe/map_annotations.py | article/A7_stereo_seq/stereo_seq_analysis.ipynb | chrysalis/plots.py
ZhihaoSi/SpaNCMG	https://github.com/ZhihaoSi/SpaNCMG	analysis_or_method_code_candidate	S0417	10.1093/bib/bbae259	SpaNCMG: improving spatial domains identification of spatial transcriptomics using neighborhood-complementary mixed-view graph convolutional network.	stereo-seq-3d-reconstruction;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-domain-discovery		Tutorial/SpaNCMG _use_stereoMOB.py | Tutorial/SpaNCMG _use_stereoembryo.py
HiDiHlabs/sainsc-study	https://github.com/HiDiHlabs/sainsc‐study	paper_analysis_code_candidate	S0352	10.1002/smtd.202401123	Sainsc: A Computational Tool for Segmentation-Free Analysis of In Situ Capture Data.	stereo-seq-cell-type-mapping;stereo-seq-developmental-trajectory;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-cell-type-interpretation;stereo-seq-spatial-domain-discovery;stereo-seq-cellbin-segmentation		2_0-StereoSeq_Embryo_HVG_SVG.ipynb | 2_1-StereoSeq_Embryo_supervised.ipynb | 2_1-StereoSeq_Embryo_unsupervised.ipynb | 2_2-StereoSeq_Embryo_plotting.ipynb | 3_0-StereoSeq_Brain_segmentation_based_signatures.ipynb | 3_2-StereoSeq_Brain_cortex.ipynb | 3_3-StereoSeq_Brain_BAM_analysis.ipynb | 4_0-Xenium_segmentation.ipynb | julia/StereoSeq_Brain_jl.ipynb
yuqiuzhou/Pianno	https://github.com/yuqiuzhou/Pianno	analysis_or_method_code_candidate	S0375	10.1038/s41467-024-47152-4	Pianno: a probabilistic framework automating semantic annotation for spatial transcriptomics.	stereo-seq-3d-reconstruction;stereo-seq-cell-type-mapping;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-cell-type-interpretation;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs		pianno/_annotation_improvement.py | pianno/_spatial_pattern_recognition.py
deepomicslab/STAGUE	https://github.com/deepomicslab/STAGUE	analysis_or_method_code_candidate	S0345;S0455	10.1002/advs.202403572;10.1186/s13059-025-03637-z	Spatially Informed Graph Structure Learning Extracts Insights from Spatial Transcriptomics.; spaMGCN: a graph convolutional network with autoencoder for spatial domain identification using multi-scale adaptation.	stereo-seq-3d-reconstruction;stereo-seq-cell-cell-interaction;stereo-seq-cell-type-mapping;stereo-seq-developmental-trajectory;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-cell-type-interpretation;stereo-seq-spatial-communication;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs		Visualization.ipynb | benchmark_script/stereo-seq.sh
yiwen-yang/MCGAE	https://github.com/yiwen-yang/MCGAE	paper_analysis_code_candidate	S0419	10.1093/bib/bbae608	MCGAE: unraveling tumor invasion through integrated multimodal spatial transcriptomics.	stereo-seq-3d-reconstruction;stereo-seq-developmental-trajectory;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs		Analysis/Colon1/Colorectal_Cancer1_Seurat.R | Analysis/DLPFC/Seurat.R | Analysis/HBC/HumanBreastCancer_Seurat.R | Analysis/Liver1/Liver1_Seurat.R | Analysis/Mouse_Olfactory/MouseOlfactory_Seurat.R | Analysis/Mouse_Olfactory/plot_for_R method_MO.py | Analysis/STARmap/STARmap_Seurat.R | Analysis/TImerecord/ForHBC_Timerecorder_Seurat.R
zenglab-pku/SPATCH	https://github.com/zenglab-pku/SPATCH	paper_analysis_code_candidate	S0098	10.1038/s41467-025-64292-3	Systematic benchmarking of high-throughput subcellular spatial transcriptomics platforms across human tumors.	stereo-seq-3d-reconstruction;stereo-seq-cell-type-mapping;stereo-seq-developmental-trajectory;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-cell-type-interpretation;stereo-seq-spatial-domain-discovery	SPAtial Transcriptomics resource for subCellular and High-throughput platforms	analysis/10_spatial_cluster.py | analysis/7_cluster.py | analysis/9_st_annotation.py | analysis/9_st_annotation_consistency.r
Lei-group/Dbh_paper	https://github.com/Lei-group/Dbh_paper	analysis_or_method_code_candidate	S0085	10.1038/s41467-023-42658-9	Dbh+ catecholaminergic cardiomyocytes contribute to the structure and function of the cardiac conduction system in murine heart.	stereo-seq-3d-reconstruction;stereo-seq-cell-type-mapping;stereo-seq-developmental-trajectory;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-cell-type-interpretation;stereo-seq-spatial-domain-discovery	This includes code and data relevant to produce the figures shown in the Lei group paper 2023 NC.	Figures.R | MULTICORESEURAT.R
zhengli09/BASS-Analysis	https://github.com/zhengli09/BASS-Analysis ; https://github.com/zhengli09/BASS‐Analysis	paper_analysis_code_candidate	S0087;S0345;S0350;S0449	10.1038/s41467-023-44367-9;10.1002/advs.202403572;10.1002/imt2.70084;10.1186/s13059-024-03361-0	MENDER: fast and scalable tissue structure identification in spatial omics data.; Spatially Informed Graph Structure Learning Extracts Insights from Spatial Transcriptomics.; A comprehensive benchmarking for spatially resolved transcriptomics clustering methods across variable technologies, organs, and replicates.; Benchmarking clustering, alignment, and integration methods for spatial transcriptomics.	stereo-seq-3d-reconstruction;stereo-seq-cell-cell-interaction;stereo-seq-cell-type-mapping;stereo-seq-developmental-trajectory;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-cell-type-interpretation;stereo-seq-spatial-communication;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs	Tutorial of BASS and results reproduction	code/add_simu/nTypes_nDomains/plot.R | code/add_simu/nTypes_nDomains/simu_C.R | code/add_simu/nTypes_nDomains/simu_R.R | code/add_simu/nTypes_nDomains/simu_R_spaGCN.R | code/add_simu/rand_exclusion_genes/plot.R | code/add_simu/rare_cell_type/plot.R
almaan/sepal	https://github.com/almaan/sepal	method_tool_with_examples	S0365	10.1016/j.xgen.2024.100565	Complete spatially resolved gene expression is not necessary for identifying spatial domains.	stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-domain-discovery	sepal : Spatial Expression PAttern Locator	compare/run-SpatialDE.py | visual/visme.py
MultiparameterTDAHistology/SpatialPatterningOfImmuneCells	https://github.com/MultiparameterTDAHistology/SpatialPatterningOfImmuneCells	method_tool_with_examples	S0105	10.1038/s41586-024-07563-1	Multiscale topology classifies cells in subcellular spatial transcriptomics.	stereo-seq-cell-cell-interaction;stereo-seq-cell-type-mapping;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-communication;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs;stereo-seq-cellbin-segmentation		multiparameter_landscape_plotting.py | one_parameter_plotting.py
bpucker/PBBtools	https://github.com/bpucker/PBBtools	paper_analysis_code_candidate	S0089	10.1038/s41467-024-53756-7	Tracing the evolutionary and genetic footprints of atmospheric tillandsioids transition from land to air.	stereo-seq-cell-type-mapping;stereo-seq-developmental-trajectory;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-cell-type-interpretation;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs	collection of mini tools for the BioinfToolServer	collection/alignment_input_mixer.py | collection/exp_plots.py | collection/extract_myb_domain.py | collection/get_DEGs_from_DESeq2_output.py | collection/heatmap_plotter.py | dotplotter/dotplotter.py | heatmapper/heatmap_plotter.py
madhavmantri/chicken_heart	https://github.com/madhavmantri/chicken_heart	paper_analysis_code_candidate	S0350	10.1002/imt2.70084	A comprehensive benchmarking for spatially resolved transcriptomics clustering methods across variable technologies, organs, and replicates.	stereo-seq-cell-type-mapping;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-domain-discovery	Spatiotemporal single-cell RNA sequencing of developing hearts reveals interplay between cellular differentiation and morphogenesis	scripts/epicardial_pseudotime.R | scripts/spatial_nointegration.R | scripts/spatial_pseudotime_anchor.R | scripts/spatial_scanorama.R | scripts/spatial_solo.R
shendurelab/MMCA	https://github.com/shendurelab/MMCA	paper_analysis_code_candidate	S0385	10.1038/s41586-023-06548-w	Single-cell, whole-embryo phenotyping of mammalian developmental disorders.	stereo-seq-3d-reconstruction;stereo-seq-cell-cell-interaction;stereo-seq-cell-type-mapping;stereo-seq-developmental-trajectory;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs	The scripts used for performing data analysis in the MMCA project	Section_3_step2_UMAP_WT.R | Section_3_step3_PCA_sub_trajectory.R | Section_3_step4_WT_sub_trajectory.R | Section_3_step5_plot_sub_trajectory.R | Section_7_gsea.R | Section_7_subcluster_LimbMes.R
wwYinYin/SpatialcoGCN	https://github.com/wwYinYin/SpatialcoGCN	paper_analysis_code_candidate	S0413	10.1093/bib/bbae130	SpatialcoGCN: deconvolution and spatial information-aware simulation of spatial transcriptomics data via deep graph co-embedding.	stereo-seq-cell-type-mapping;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-domain-discovery		coembedding/plot.py | plot_deconvolution.ipynb | plot_impute.ipynb | run_deconvolution.ipynb | tool/config.py
brocklab/pycashier	https://github.com/brocklab/pycashier	method_tool_with_examples	S0039	10.1016/j.crmeth.2024.100763	Analysis of synthetic cellular barcodes in the genome and transcriptome with BARtab and bartools.	stereo-seq-3d-reconstruction;stereo-seq-developmental-trajectory;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-cell-type-interpretation;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs	cash in on DNA barcode tags	src/pycashier/config.py | tests/test_config.py
C0nc/River	https://github.com/C0nc/River	paper_analysis_code_candidate	S0381	10.1038/s41467-025-61476-9	Prioritizing perturbation-responsive gene patterns using interpretable deep learning.	stereo-seq-3d-reconstruction;stereo-seq-cell-type-mapping;stereo-seq-developmental-trajectory;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-cell-type-interpretation;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs	A Python package for identification Differential Spatial Expression Pattern (DESP) gene by interpretable deep learning from multi-slice spatial omics data.	figure3.ipynb | figure4.ipynb | figure5.ipynb | figure6.ipynb | figure7.ipynb
wenwenmin/SpaDAMA	https://github.com/wenwenmin/SpaDAMA	paper_analysis_code_candidate	S0461	10.1371/journal.pcbi.1013354	Improving cell-type composition inference in spatial transcriptomics with SpaDAMA.	stereo-seq-cell-type-mapping;stereo-seq-developmental-trajectory;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-domain-discovery;stereo-seq-cellbin-segmentation	[PLoS Computational Biology 2025] Domain-Adversarial Masked Autoencoder (SpaDAMA) for cell type deconvolution in spatial transcriptomics data	SpaDAMA_github/Baselines/Cell2location/main_code.py | SpaDAMA_github/Baselines/Spiont/spatial_simulation.py | SpaDAMA_github/Baselines/Stereoscope/main_code.py | SpaDAMA_github/Baselines/Tangram/main_code.py
xzhoulab/SRTsim	https://github.com/xzhoulab/SRTsim	paper_analysis_code_candidate	S0345	10.1002/advs.202403572	Spatially Informed Graph Structure Learning Extracts Insights from Spatial Transcriptomics.	stereo-seq-cell-cell-interaction;stereo-seq-cell-type-mapping;stereo-seq-developmental-trajectory;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-cell-type-interpretation;stereo-seq-spatial-communication;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs		R/SRTcci.R | R/visualize_gene.R | R/visualize_metrics.R
single-cell-BGI/MBA	https://github.com/single-cell-BGI/MBA	paper_analysis_code_candidate	S0082	10.1038/s41467-022-34413-3	Spatially resolved gene regulatory and disease-related vulnerability map of the adult Macaque cortex.	stereo-seq-cell-cell-interaction;stereo-seq-cell-type-mapping;stereo-seq-developmental-trajectory;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-cell-type-interpretation;stereo-seq-spatial-communication;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs	Monkey brain atlas	3.Areal heterogeneity of excitatory neuron revealed by integrative single-cell analysis/3.1_rna_regionaldeg.R | 5.Spatial gene expression characterized by Stereo-seq/5.1_Stereo_unsupervised_clustering_AND_SPOTlight.R | 5.Spatial gene expression characterized by Stereo-seq/5.2_Gradient.subset.plot.R | 6.Dynamic single cell regulatory landscape of oligodendrocyte trajectory/6.1_pseudotime.S3.sh | 6.Dynamic single cell regulatory landscape of oligodendrocyte trajectory/6.2_Monocle_pseudotime.S3.sh
feiyoung/DR-SC.Analysis	https://github.com/feiyoung/DR-SC.Analysis	paper_analysis_code_candidate	S0449	10.1186/s13059-024-03361-0	Benchmarking clustering, alignment, and integration methods for spatial transcriptomics.	stereo-seq-3d-reconstruction;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-domain-discovery	 Codes for analysis of DR-SC	codes/Benchmark16__trajectory_inference.R | codes/SeqFISH_Mouse_embryo_plot.R | codes/SlideseqV2_mouse_E15_neocortex_plot.R | codes/SlideseqV2_mouse_olfactory_bulb_plot.R | codes/Visium_Human_dorsolateral_prefrontal_cortex_plot.R
plhhnu/STMSGAL	https://github.com/plhhnu/STMSGAL	paper_analysis_code_candidate	S0431	10.1093/gigascience/giae103	Unveiling patterns in spatial transcriptomics data: a novel approach utilizing graph attention autoencoder and multiscale deep subspace clustering network.	stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs		Cluster marker genes.py | Visualization of the attention layer.py | other methods/SEDR-master/src/clustering_func.py | other methods/scanpyDLPFC.py
